# Interconnect transfer function for the 77 GHz automotive band.
# PROVENANCE: magnitude resampled from the Tessera collaborator's HFSS
#   S-parameter export 'Case3' (dB(S(Port_Top,Port_Bot)), 0.1-100 GHz, 31 pts).
#   Phase is a MINIMUM-PHASE reconstruction from |S21| (Hilbert transform of
#   ln|H|); the source export carries magnitude only. No collaborator source
#   code is reproduced here or anywhere in this repository -- this file is data.
# In-band 75-81 GHz: -0.547 to -0.513 dB (passive, mild tilt).
# generated 2026-08-10 by e2e maintainers.
freq_hz,s21_re,s21_im,s21_abs_db,s21_phase_deg
7.000000e+10,0.945331630,0.021363915,-0.486099,1.294629
7.005000e+10,0.945447947,0.013498811,-0.486362,0.817996
7.010000e+10,0.945418720,0.013502075,-0.486630,0.818219
7.015000e+10,0.945423329,0.010882042,-0.486898,0.659459
7.020000e+10,0.945394116,0.010885170,-0.487166,0.659669
7.025000e+10,0.945381723,0.009314083,-0.487434,0.564471
7.030000e+10,0.945352518,0.009317142,-0.487702,0.564674
7.035000e+10,0.945333733,0.008195561,-0.487970,0.496713
7.040000e+10,0.945304533,0.008198627,-0.488239,0.496914
7.045000e+10,0.945282521,0.007326754,-0.488507,0.444083
7.050000e+10,0.945253326,0.007329874,-0.488775,0.444286
7.055000e+10,0.945229415,0.006616901,-0.489043,0.401082
7.060000e+10,0.945200224,0.006620106,-0.489311,0.401288
7.065000e+10,0.945175087,0.006017139,-0.489579,0.364749
7.070000e+10,0.945145898,0.006020451,-0.489847,0.364961
7.075000e+10,0.945119915,0.005498157,-0.490115,0.333310
7.080000e+10,0.945090730,0.005501592,-0.490383,0.333528
7.085000e+10,0.945064134,0.005040994,-0.490651,0.305614
7.090000e+10,0.945034952,0.005044565,-0.490919,0.305840
7.095000e+10,0.945007898,0.004632678,-0.491187,0.280877
7.100000e+10,0.944978719,0.004636395,-0.491455,0.281111
7.105000e+10,0.944951312,0.004263945,-0.491723,0.258537
7.110000e+10,0.944922135,0.004267815,-0.491991,0.258779
